id,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords,poster_path,backdrop_path,recommendations
934816,Die Seefee,Comedy,de,,0.6,Fernsehen der DDR,1975-03-02,0.0,0.0,80.0,Released,,0.0,0.0,Frank-Otto Schenk-Katrin Martin-Madeleine Lierck-Wolfgang Hosfeld-Dietmar Obst-Helga Hahnemann-Ingrid Föhr-Manuela Marx-Günter Wolf-Gerhard Lau-Jörg Panknin-Kurt Radeke-Paul Arenkens-Gerd Ehlers-Jürgen Juhnke-Heinz Rennhack-Robert Hanke-Klaus Bergatt,,,,
931569,"A Diva, Right?",Documentary-Drama-Family,tl,Diva Divine? (A Diva Right?) follows the life of Angelica Mapanganib a 57-year-old nonprofessional comedic entertainer and pre-pandemic Miss Gay pageant contestant as she struggles to live her life behind the screen amidst the global pandemic and unravels her undisclosed state as part of the LGBTQIA++ community in the Philippines.,0.6,,2021-08-17,195.0,98.0,13.0,Released,,0.0,0.0,Angelica Mapanganib,divadivine,/xk0LPHY91JJnT8bn33SqPZrC7BU.jpg,,
783369,A Billy Graham Music Homecoming Volume 1,Music,en,The artists of the Billy Graham Crusades come together to sing the music and share incredible stories. George Beverly Shea Cliff Barrows and Franklin Graham share unforgettable moments in the history of the ministry. Bill & Gloria Gaither Michael W. Smith CeCe Winans Andrae' Crouch Avalon and others lead the group in emotion-filled songs and testimonies of God's faithfulness.,0.6,Gaither Television Productions,2001-01-01,0.0,0.0,102.0,Released,,0.0,0.0,Billy Graham-Bill Gaither-Gloria Gaither,homecoming-gaither,/1Dqu46WswCLqMf5iYxYVyuztBZJ.jpg,,
920173,BAND-MAID: Acoustic Okyuji [Christmas 2021],,en,Streaming acoustic performance by BAND-MAID performed in Tokyo on Christmas Day 2021.,0.6,,,0.0,0.0,74.0,Released,,0.0,0.0,Miku Kobato-Saiki Atsumi-Kanami Tōno-Akane Hirose-Misa,,/yxvj2TUQouCmY1pAtKpdkJ7wvVU.jpg,/u93fsdFCGlNMQrE0IB4Zh38vkQS.jpg,
932112,caprice x2,,en,In this black and white experimental animation forms and gestures marks and notes happen while light resounds.,0.6,,2021-12-01,0.0,0.0,4.0,Released,,0.0,0.0,,,/pgGeMJjK2F1DSPXP97uHnWUdQbS.jpg,,
761593,Ushuaïa Nature - La molécule bleue,,fr,,0.6,,2009-02-12,0.0,0.0,0.0,Released,,0.0,0.0,,,,,
788754,Elza Soares: A Mulher do Fim do Mundo,Music,pt,Music about becoming women in the contemporary world their emancipation and struggles,0.6,Aruac Filmes,2017-03-03,0.0,0.0,5.0,Released,,0.0,0.0,Elza Soares-Grace Passô-Mafalda Pequenino-Mariana Antunes-René Ferrer-Daniel Passi,,/vjBAE1A8x3OO8K5Gl7aw0PBAKYm.jpg,,
792173,Death of a Porn Crew,,en,A satire of the porn industry it's about three friends who take a cash advance to film a porn for the intimidating Mr. Dong. Once they blow all the money and have no video for him he goes after them for revenge.,0.6,,2014-07-12,800.0,0.0,107.0,Released,,0.0,0.0,Katherine Bar-Michael Stoller-Jack Pruett-Ilya Melnikov-Vincent Perrone-Ken'Twon Goodchild-Watson-Jd Ginsberg-Nicholas Bogroff Ganssle-Rasheem Brown-Jordan Brown-Lauren Stoller-Lauren Wachtel-Nas Abourizk,,/zEjLSE1VjqtqB9cPFcBOV0sYieP.jpg,,
791460,SODOM - Live at Rockpalast 2018,,en,Live at Rockpalast 2018,0.6,,,0.0,0.0,85.0,Released,,0.0,0.0,,,,,
791050,No Way Out,,zh,Han Xiao a police special agent is working undercover in an underworld gang. When the gang's leader Chopper kidnaps a rich kid he is surrounded by a special police team and the robbers led by Chopper are all killed. Han Xiao's escape from death arouses Wei's suspicion and Wei brings Han Xiao in for severe torture. Han Xiao uses his acting skills and intelligence to play with Wei trying to clear his suspicion and gain Wei's trust,0.6,,2021-01-27,0.0,0.0,77.0,Released,,0.0,0.0,William Wu-Ren Tianqi-Wei Hong-Kenuo Ren-Zhao Xun,,/7HWdl12T0jvb47fDCBeErQQeaO2.jpg,,
